,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,coded_geo,price
12265,5,40,0.5,1,67,0,1,0,0,0,1,0,0,127.85714285714286,350
12266,1,6,1.67,2,42,0,0,1,0,0,0,1,0,111.55555555555556,85
12267,2,205,3.26,1,294,0,1,0,0,0,1,0,0,90.0,140
12268,4,3,0.16,1,0,0,0,1,0,0,1,0,0,213.8,299
12269,14,2,0.04,1,0,0,1,0,0,0,1,0,0,292.77777777777777,200
12270,1,26,3.21,3,363,1,0,0,0,0,0,1,0,169.14285714285714,49
12271,1,8,4.62,1,96,1,0,0,0,0,1,0,0,77.16666666666667,70
12272,30,3,0.28,2,0,0,0,1,0,0,0,1,0,171.0,100
12273,2,63,1.88,1,33,0,0,1,0,0,0,1,0,87.18181818181819,100
12274,3,2,0.32,1,0,0,0,1,0,0,0,1,0,153.5,120
12275,2,4,0.55,1,177,0,0,1,0,0,0,1,0,219.5,115
12276,1,0,0.0,1,0,0,1,0,0,0,1,0,0,141.07947981342477,110
12277,1,0,0.0,1,268,1,0,0,0,0,0,1,0,143.25,60
12278,2,20,6.52,1,133,0,0,1,0,0,1,0,0,79.66666666666667,219
12279,1,4,0.21,1,0,0,0,1,0,0,0,1,0,82.0,299
12280,3,3,0.1,1,0,0,1,0,0,0,0,1,0,129.66666666666666,215
12281,3,2,0.05,1,0,0,0,1,0,0,1,0,0,165.48,120
12282,14,0,0.0,1,192,0,1,0,0,0,0,1,0,122.0,80
12283,1,160,4.31,3,246,0,0,1,0,0,1,0,0,104.66666666666667,129
12284,1,0,0.0,2,26,0,0,1,0,0,0,1,0,142.33333333333334,150
12285,2,8,0.34,1,5,0,0,1,0,0,1,0,0,187.5,89
12286,1,105,5.33,4,84,0,0,1,0,0,0,1,0,154.4,89
12287,2,2,0.5,1,35,0,1,0,0,0,0,1,0,208.30769230769232,50
12288,2,4,0.86,2,0,0,1,0,0,0,1,0,0,65.75,79
12289,4,10,1.18,1,74,0,0,0,1,0,0,1,0,97.28571428571429,63
12290,14,0,0.0,3,344,0,0,1,0,0,1,0,0,42.5,250
12291,1,51,0.84,2,85,0,1,0,0,0,1,0,0,83.33333333333333,144
12292,2,0,0.0,2,180,0,0,1,0,0,0,1,0,141.07947981342477,125
12293,5,0,0.0,1,0,0,0,1,0,0,1,0,0,169.25,299
12294,3,2,0.31,1,10,0,1,0,0,0,1,0,0,143.0,250
12295,3,10,0.29,1,0,0,0,1,0,0,0,1,0,70.0,118
12296,1,85,2.23,1,335,0,0,1,0,0,0,1,0,157.16,125
12297,5,0,0.0,2,89,0,0,0,1,0,0,1,0,186.16666666666666,80
12298,2,1,1.0,1,4,0,0,1,0,0,1,0,0,145.0,160
12299,6,6,0.12,8,324,0,0,1,0,0,0,1,0,57.333333333333336,43
12300,1,1,0.04,1,0,0,0,1,0,0,0,1,0,230.3,120
12301,6,130,1.42,2,97,0,0,1,0,0,0,1,0,141.07947981342477,85
12302,1,0,0.0,1,0,0,0,1,0,0,1,0,0,79.0,400
12303,3,7,0.14,1,0,0,1,0,0,0,1,0,0,207.0,100
12304,15,0,0.0,1,0,0,1,0,0,0,0,1,0,291.3333333333333,40
12305,2,0,0.0,1,87,0,1,0,0,0,1,0,0,141.07947981342477,100
12306,2,33,1.23,3,177,0,1,0,0,0,1,0,0,94.33333333333333,150
12307,3,0,0.0,1,0,0,0,0,1,0,1,0,0,141.07947981342477,150
12308,2,20,3.24,1,282,0,0,0,1,0,0,1,0,248.71428571428572,87
12309,1,1,0.07,1,0,0,1,0,0,0,0,1,0,83.16666666666667,35
12310,29,0,0.0,327,311,0,0,1,0,0,1,0,0,104.53846153846153,277
12311,30,2,0.15,91,140,0,0,1,0,0,1,0,0,95.25,125
12312,1,8,0.88,1,87,0,0,1,0,0,1,0,0,141.07947981342477,165
12313,3,3,0.08,1,0,0,0,1,0,0,1,0,0,100.125,128
12314,3,11,4.34,5,318,0,0,0,1,0,0,1,0,500.47058823529414,60
12315,1,1,1.0,1,264,0,1,0,0,0,0,1,0,105.71428571428571,99
12316,1,48,6.96,2,296,1,0,0,0,0,0,1,0,152.0,60
12317,1,1,1.0,2,364,0,1,0,0,0,0,0,1,141.07947981342477,30
12318,1,7,0.87,1,9,0,0,1,0,0,0,1,0,141.07947981342477,62
12319,2,101,1.94,1,258,0,0,1,0,0,1,0,0,64.83333333333333,400
12320,1,0,0.0,2,133,0,0,0,1,0,0,1,0,116.0,68
12321,1,66,4.78,1,16,0,0,1,0,0,1,0,0,55.0,112
12322,1,18,0.61,2,0,0,0,0,1,0,0,1,0,128.84615384615384,40
12323,2,45,1.47,2,112,0,0,1,0,0,1,0,0,141.07947981342477,190
12324,1,55,1.34,2,0,0,0,1,0,0,0,0,1,196.75,65
12325,1,51,1.03,1,78,0,0,0,1,0,1,0,0,112.1,115
12326,2,150,2.99,1,2,0,0,1,0,0,1,0,0,141.07947981342477,150
12327,1,0,0.0,1,177,0,0,0,1,0,0,1,0,141.07947981342477,200
12328,3,1,0.07,1,311,1,0,0,0,0,1,0,0,115.0,99
12329,4,72,0.97,2,360,0,1,0,0,0,1,0,0,63.333333333333336,85
12330,2,64,1.77,1,89,0,0,0,1,0,1,0,0,173.42857142857142,115
12331,2,1,0.03,1,0,0,0,0,1,0,1,0,0,141.07947981342477,80
12332,21,0,0.0,1,81,0,1,0,0,0,1,0,0,141.07947981342477,150
12333,3,14,0.15,1,0,0,1,0,0,0,1,0,0,144.66666666666666,185
12334,30,4,0.55,6,170,0,1,0,0,0,1,0,0,141.07947981342477,75
12335,3,0,0.0,3,170,0,0,1,0,0,0,1,0,141.07947981342477,80
12336,14,1,0.03,1,0,0,0,0,1,0,0,1,0,118.0,40
12337,2,4,1.29,1,46,0,1,0,0,0,1,0,0,141.07947981342477,115
12338,3,0,0.0,1,0,0,0,0,1,0,1,0,0,193.0,200
12339,3,4,0.9,1,0,0,0,1,0,0,1,0,0,141.07947981342477,90
12340,1,3,0.96,3,84,0,0,0,1,0,0,1,0,139.44444444444446,60
12341,14,0,0.0,1,0,0,1,0,0,0,0,1,0,70.8,51
12342,1,1,0.02,1,0,0,1,0,0,0,0,1,0,105.0,66
12343,3,0,0.0,1,0,0,0,1,0,0,1,0,0,141.07947981342477,350
12344,3,1,0.03,1,0,0,0,1,0,0,0,1,0,118.48,35
12345,30,10,0.21,39,67,0,0,1,0,0,1,0,0,72.16666666666667,150
12346,7,1,0.12,1,0,0,1,0,0,0,0,1,0,233.83333333333334,60
12347,2,67,1.27,1,153,0,1,0,0,0,1,0,0,194.08,100
12348,5,8,4.29,1,123,0,0,1,0,0,1,0,0,190.0,450
12349,1,0,0.0,1,0,0,0,1,0,0,1,0,0,169.08333333333334,190
12350,1,74,6.2,4,56,0,0,0,1,0,0,1,0,111.66666666666667,48
12351,3,20,3.02,1,155,0,0,1,0,0,1,0,0,88.8,370
12352,1,4,1.85,1,0,0,0,0,1,0,0,1,0,362.25,75
12353,5,3,0.06,1,0,0,1,0,0,0,1,0,0,76.125,250
12354,30,0,0.0,96,311,0,0,1,0,0,1,0,0,66.0,288
12355,30,2,0.04,1,365,0,0,1,0,0,0,1,0,107.2,95
12356,2,5,0.14,1,0,0,1,0,0,0,0,1,0,119.58333333333333,45
12357,31,11,1.29,2,190,0,1,0,0,0,1,0,0,171.1818181818182,125
12358,4,25,1.05,1,56,0,1,0,0,0,1,0,0,101.78571428571429,100
12359,1,56,5.81,1,4,0,0,1,0,0,0,1,0,95.125,120
12360,2,0,0.0,1,0,0,0,1,0,0,1,0,0,203.0,250
12361,2,2,0.08,1,0,0,0,0,1,0,0,1,0,70.25,80
12362,2,0,0.0,2,161,0,1,0,0,0,1,0,0,187.0,225
12363,3,24,1.25,1,277,0,1,0,0,0,1,0,0,141.07947981342477,95
12364,30,0,0.0,1,185,0,0,1,0,0,1,0,0,222.33333333333334,130
12365,25,1,0.05,2,207,0,0,1,0,0,1,0,0,78.75,150
12366,1,0,0.0,1,0,0,1,0,0,0,0,1,0,129.0,50
12367,20,0,0.0,1,0,0,1,0,0,0,1,0,0,173.375,125
12368,1,4,0.84,7,152,0,1,0,0,0,0,1,0,54.4,60
12369,30,30,2.84,4,365,0,1,0,0,0,0,1,0,216.04166666666666,65
12370,3,42,4.81,1,233,0,1,0,0,0,1,0,0,141.07947981342477,129
12371,1,0,0.0,1,0,0,0,1,0,0,1,0,0,131.83333333333334,200
12372,1,0,0.0,1,0,0,0,0,1,0,1,0,0,146.13333333333333,150
12373,2,0,0.0,1,0,0,0,1,0,0,0,1,0,199.125,45
12374,2,49,1.81,3,147,0,0,1,0,0,1,0,0,162.52941176470588,199
12375,1,0,0.0,1,0,0,0,1,0,0,1,0,0,79.92307692307692,250
12376,7,3,0.09,1,215,0,0,1,0,0,0,1,0,144.0,55
12377,2,23,2.06,1,20,0,0,0,1,0,1,0,0,106.3,86
12378,1,141,5.63,1,90,0,0,1,0,0,1,0,0,192.875,160
12379,7,1,0.03,1,0,0,1,0,0,0,1,0,0,83.4,70
12380,5,7,0.16,1,0,0,0,1,0,0,1,0,0,57.5,145
12381,30,0,0.0,232,6,0,0,1,0,0,1,0,0,181.0,305
12382,5,0,0.0,1,0,0,1,0,0,0,0,1,0,362.0,99
12383,1,2,1.02,1,90,0,1,0,0,0,0,1,0,124.9090909090909,21
12384,8,15,0.19,1,0,0,0,1,0,0,1,0,0,120.5,179
12385,1,10,1.51,1,32,0,1,0,0,0,0,1,0,200.0,80
12386,2,16,4.03,3,331,0,0,0,1,0,1,0,0,291.75,175
12387,1,54,2.8,3,179,0,1,0,0,0,0,1,0,262.30434782608694,75
12388,1,0,0.0,2,365,0,1,0,0,0,0,0,1,155.75,80
12389,2,2,0.18,1,0,0,0,0,1,0,1,0,0,317.6818181818182,100
12390,3,6,0.12,1,0,0,0,1,0,0,1,0,0,240.0,120
12391,2,5,0.08,1,0,0,0,0,1,0,1,0,0,135.0,115
12392,7,1,0.15,1,0,0,1,0,0,0,0,1,0,150.28571428571428,88
12393,1,6,0.23,1,0,0,0,1,0,0,0,1,0,128.41666666666666,77
12394,2,4,0.29,9,283,0,0,0,1,0,0,1,0,79.0,60
12395,7,1,0.1,3,163,0,1,0,0,0,1,0,0,141.07947981342477,200
12396,4,0,0.0,1,187,0,1,0,0,0,0,1,0,213.14285714285714,63
12397,2,13,0.34,7,317,0,1,0,0,0,1,0,0,126.66666666666667,159
12398,2,8,0.1,1,2,0,1,0,0,0,1,0,0,98.42857142857143,75
12399,2,0,0.0,1,29,0,1,0,0,0,0,1,0,149.5,50
12400,4,4,0.13,1,157,0,0,0,1,0,1,0,0,129.5,100
12401,30,27,0.61,1,0,0,0,1,0,0,0,1,0,141.07947981342477,85
12402,7,98,1.39,1,94,0,1,0,0,0,1,0,0,141.07947981342477,195
12403,1,12,0.39,3,5,0,1,0,0,0,0,1,0,141.07947981342477,80
12404,5,4,0.07,1,0,0,1,0,0,0,0,1,0,88.9090909090909,64
12405,11,0,0.0,1,0,0,0,1,0,0,0,1,0,88.41666666666667,195
12406,1,9,8.18,3,318,0,1,0,0,0,0,1,0,86.27272727272727,69
12407,1,4,0.31,1,0,0,0,1,0,0,1,0,0,141.07947981342477,120
12408,2,3,0.06,1,0,0,0,1,0,0,1,0,0,189.92857142857142,149
12409,1,90,3.72,12,63,0,1,0,0,0,0,1,0,189.92857142857142,54
12410,4,20,0.26,1,0,0,1,0,0,0,1,0,0,119.13636363636364,100
12411,3,49,2.74,1,324,0,0,0,1,0,1,0,0,162.5,150
12412,1,4,0.11,1,0,0,0,1,0,0,0,1,0,94.83333333333333,85
12413,2,53,1.68,1,2,0,1,0,0,0,1,0,0,141.07947981342477,250
12414,3,9,0.69,1,365,0,1,0,0,0,0,1,0,317.10526315789474,100
12415,30,15,0.26,1,309,0,0,1,0,0,1,0,0,136.0,94
12416,3,0,0.0,2,0,0,1,0,0,0,1,0,0,67.0,55
12417,1,10,0.84,17,224,0,0,1,0,0,1,0,0,141.07947981342477,131
12418,2,3,0.06,1,0,0,1,0,0,0,0,1,0,214.76470588235293,65
12419,2,66,2.01,2,55,0,1,0,0,0,1,0,0,141.07947981342477,150
12420,3,6,0.45,1,0,0,0,1,0,0,1,0,0,83.77777777777777,200
12421,1,7,0.17,1,239,0,1,0,0,0,1,0,0,142.5,120
12422,7,0,0.0,3,44,0,1,0,0,0,0,1,0,209.0,30
12423,3,5,0.32,2,365,0,1,0,0,0,0,1,0,66.8,50
12424,2,3,0.05,1,0,0,1,0,0,0,1,0,0,89.33333333333333,115
12425,1,16,0.36,1,0,0,1,0,0,0,0,1,0,192.25,166
12426,2,23,0.78,1,3,0,1,0,0,0,1,0,0,87.8,148
12427,5,42,1.07,1,335,0,0,1,0,0,1,0,0,152.0,650
12428,2,177,4.48,2,245,0,0,0,1,0,0,1,0,53.75,80
12429,5,0,0.0,1,0,0,0,1,0,0,1,0,0,72.0,375
12430,4,22,0.33,1,12,0,0,1,0,0,1,0,0,124.0,184
12431,3,1,0.04,1,0,0,1,0,0,0,0,1,0,141.07947981342477,40
12432,3,2,0.24,1,362,0,1,0,0,0,1,0,0,116.0,200
12433,2,20,0.24,1,4,0,1,0,0,0,1,0,0,83.11111111111111,149
12434,4,34,4.25,1,34,0,0,0,1,0,0,1,0,185.30232558139534,70
12435,5,7,3.33,4,14,0,1,0,0,0,0,0,1,183.4,24
12436,1,11,0.88,1,189,1,0,0,0,0,0,1,0,72.38461538461539,125
12437,3,15,0.83,1,3,0,1,0,0,0,1,0,0,173.625,110
12438,2,166,3.78,1,229,0,0,1,0,0,1,0,0,252.11111111111111,110
12439,2,57,1.68,2,22,0,0,1,0,0,1,0,0,49.0,415
12440,3,49,3.68,1,11,0,0,0,1,0,0,1,0,72.625,50
12441,2,69,1.72,1,140,0,0,1,0,0,0,1,0,331.08,80
12442,2,2,0.14,1,0,0,1,0,0,0,1,0,0,220.73333333333332,85
12443,14,10,10.0,1,0,0,0,1,0,0,1,0,0,54.0,210
12444,1,48,0.81,1,0,0,0,1,0,0,1,0,0,79.05882352941177,140
12445,7,1,0.02,1,0,0,1,0,0,0,0,1,0,137.0,65
12446,1,2,0.21,4,364,1,0,0,0,0,0,1,0,169.08333333333334,65
12447,2,13,1.72,3,321,0,1,0,0,0,0,1,0,108.0,63
12448,1,1,0.49,1,90,0,0,1,0,0,0,1,0,87.375,500
12449,2,6,0.18,1,0,0,1,0,0,0,1,0,0,176.0,130
12450,2,4,0.06,1,0,0,0,1,0,0,1,0,0,139.85714285714286,150
12451,2,14,0.38,2,89,0,0,1,0,0,0,1,0,141.07947981342477,95
12452,1,151,2.37,2,135,0,1,0,0,0,0,1,0,211.66666666666666,55
12453,3,116,1.32,1,0,0,0,1,0,0,1,0,0,141.07947981342477,250
12454,60,3,0.04,1,365,0,1,0,0,0,0,1,0,204.8,100
12455,6,0,0.0,1,0,0,0,1,0,0,1,0,0,178.23076923076923,200
12456,30,2,0.5,26,317,0,1,0,0,0,1,0,0,143.77777777777777,80
12457,28,1,0.06,1,297,0,1,0,0,0,0,1,0,156.93333333333334,36
12458,2,8,0.17,1,0,0,1,0,0,0,0,1,0,134.33333333333334,70
12459,1,11,0.52,1,0,0,1,0,0,0,0,1,0,99.2,75
12460,3,58,0.77,1,364,0,1,0,0,0,0,1,0,144.0,96
12461,2,3,0.08,1,0,0,0,1,0,0,0,1,0,141.07947981342477,75
12462,4,36,1.67,4,0,0,1,0,0,0,0,1,0,71.86666666666666,60
12463,2,102,3.75,1,70,0,1,0,0,0,1,0,0,83.0,89
12464,2,83,1.58,1,217,0,1,0,0,0,1,0,0,130.0,119
12465,5,5,0.09,8,43,0,0,1,0,0,1,0,0,101.75,229
12466,2,2,0.14,1,0,0,0,1,0,0,1,0,0,233.83333333333334,140
12467,2,0,0.0,1,0,0,1,0,0,0,0,1,0,188.0,100
12468,3,13,0.26,2,181,0,1,0,0,0,0,1,0,141.07947981342477,49
12469,1,13,1.27,3,273,0,0,1,0,0,0,1,0,119.21428571428571,150
12470,3,1,0.44,2,343,0,1,0,0,0,1,0,0,213.8,280
12471,2,3,0.25,1,0,0,1,0,0,0,1,0,0,90.4,180
12472,2,1,0.04,1,0,0,1,0,0,0,0,1,0,202.96,75
12473,2,41,1.51,1,343,0,1,0,0,0,1,0,0,117.0,280
12474,2,13,3.25,4,25,0,1,0,0,0,0,1,0,50.5,65
12475,1,1,0.16,1,0,0,1,0,0,0,0,1,0,50.0,60
12476,1,135,7.67,3,311,0,0,1,0,0,0,1,0,96.14285714285714,110
12477,4,36,0.47,2,80,0,1,0,0,0,0,1,0,436.27272727272725,65
12478,2,8,0.54,1,3,0,0,1,0,0,1,0,0,104.3076923076923,190
12479,1,87,3.75,2,254,0,1,0,0,0,0,1,0,97.63636363636364,65
12480,2,77,5.83,1,0,0,1,0,0,0,0,1,0,87.0909090909091,49
12481,2,8,0.38,1,0,0,1,0,0,0,0,1,0,74.33333333333333,100
12482,3,37,0.81,1,61,0,0,1,0,0,0,1,0,83.33333333333333,85
12483,15,0,0.0,1,0,0,1,0,0,0,0,1,0,88.61538461538461,40
12484,2,6,2.69,327,340,0,0,1,0,0,1,0,0,65.66666666666667,240
12485,30,0,0.0,91,312,0,0,1,0,0,1,0,0,152.0,150
12486,2,12,3.05,327,340,0,0,1,0,0,1,0,0,191.0,234
12487,1,2,0.05,1,0,0,0,1,0,0,0,1,0,181.0,45
12488,2,32,2.66,17,85,0,1,0,0,0,0,0,1,141.07947981342477,30
12489,4,2,0.06,2,22,0,1,0,0,0,1,0,0,83.625,150
12490,1,13,9.07,5,88,0,0,0,1,0,0,1,0,171.0,70
12491,1,57,4.31,1,284,0,0,0,1,0,0,1,0,134.7,90
12492,3,134,3.08,2,23,0,0,1,0,0,0,1,0,104.71428571428571,130
12493,1,210,5.66,1,33,0,0,0,1,0,0,1,0,197.5,74
12494,1,1,0.45,1,0,0,1,0,0,0,0,1,0,39.5,95
12495,1,8,8.0,8,312,0,0,1,0,0,1,0,0,89.33333333333333,299
12496,14,0,0.0,1,345,0,1,0,0,0,1,0,0,136.66666666666666,159
12497,10,0,0.0,1,0,0,0,1,0,0,1,0,0,146.44444444444446,139
12498,2,1,0.02,1,0,0,0,1,0,0,0,1,0,88.9090909090909,70
12499,7,0,0.0,1,0,0,0,0,1,0,0,1,0,135.8,38
12500,3,1,0.02,1,0,0,0,1,0,0,1,0,0,325.3333333333333,180
12501,3,74,0.84,3,212,0,0,1,0,0,0,1,0,500.0,125
12502,1,40,2.61,2,48,0,0,0,1,0,0,1,0,163.94117647058823,38
12503,30,1,0.43,103,251,0,0,0,1,0,0,1,0,184.94444444444446,63
12504,2,26,7.29,3,288,0,0,1,0,0,0,1,0,90.8,82
12505,2,22,2.06,1,275,0,0,1,0,0,0,1,0,141.07947981342477,65
12506,5,9,0.68,1,6,0,1,0,0,0,1,0,0,105.3,175
12507,14,1,0.02,1,0,0,0,0,1,0,0,1,0,167.84615384615384,35
12508,2,1,0.05,1,0,0,0,0,1,0,0,1,0,64.0,160
12509,1,42,3.32,10,120,0,0,1,0,0,0,1,0,141.07947981342477,119
12510,3,153,3.17,1,174,0,1,0,0,0,1,0,0,189.83333333333334,181
12511,2,113,2.46,1,197,0,0,1,0,0,1,0,0,180.33333333333334,200
12512,1,0,0.0,4,360,0,1,0,0,0,0,1,0,70.5,58
12513,1,0,0.0,1,0,0,1,0,0,0,1,0,0,153.35714285714286,200
12514,1,89,4.43,1,0,0,1,0,0,0,1,0,0,141.07947981342477,95
12515,2,154,5.2,1,235,0,1,0,0,0,1,0,0,219.0,170
12516,4,1,0.16,1,0,0,1,0,0,0,1,0,0,43.0,329
12517,2,9,0.66,1,120,0,1,0,0,0,1,0,0,90.0,225
12518,1,4,0.09,1,0,0,1,0,0,0,1,0,0,140.8,145
12519,1,3,0.09,1,0,0,0,1,0,0,1,0,0,93.75,135
12520,3,5,0.39,1,0,0,1,0,0,0,1,0,0,194.0,150
12521,30,2,0.06,39,310,0,0,1,0,0,1,0,0,168.0,300
12522,2,21,0.57,2,363,0,0,0,1,0,0,1,0,211.0,119
12523,30,2,0.18,103,251,0,0,0,1,0,0,1,0,173.23809523809524,34
12524,2,3,0.47,3,153,0,1,0,0,0,1,0,0,124.0,60
12525,30,0,0.0,9,45,0,1,0,0,0,0,1,0,274.6666666666667,35
12526,20,0,0.0,1,40,0,1,0,0,0,0,1,0,66.75,80
12527,1,77,3.66,1,145,0,0,0,1,0,0,1,0,269.5,50
12528,7,8,2.53,1,176,0,0,1,0,0,1,0,0,183.8148148148148,325
12529,2,2,0.05,1,0,0,0,1,0,0,0,1,0,280.0,75
12530,2,33,1.74,2,65,0,0,1,0,0,0,1,0,87.625,80
12531,1,0,0.0,1,0,0,1,0,0,0,0,1,0,210.6,110
12532,4,3,0.07,1,0,0,1,0,0,0,0,1,0,59.9,40
12533,2,49,4.04,6,191,0,1,0,0,0,1,0,0,63.333333333333336,165
12534,30,0,0.0,87,354,0,0,1,0,0,1,0,0,204.28571428571428,267
12535,2,17,0.39,1,0,0,1,0,0,0,1,0,0,299.35483870967744,80
12536,7,0,0.0,1,0,0,0,1,0,0,0,1,0,234.66666666666666,90
12537,14,0,0.0,1,34,0,0,1,0,0,1,0,0,71.86666666666666,250
12538,1,1,1.0,1,1,0,1,0,0,0,0,1,0,78.76923076923077,100
12539,3,38,0.53,1,192,0,1,0,0,0,1,0,0,104.33333333333333,80
12540,4,171,1.8,2,353,0,0,1,0,0,0,1,0,141.07947981342477,120
12541,1,35,1.56,2,15,0,0,1,0,0,0,1,0,134.33333333333334,95
12542,7,74,3.98,3,31,0,1,0,0,0,0,1,0,174.14285714285714,60
12543,30,0,0.0,232,249,0,0,1,0,0,1,0,0,193.78571428571428,233
12544,30,0,0.0,2,173,0,1,0,0,0,0,1,0,185.69230769230768,500
12545,1,0,0.0,1,353,0,0,0,0,1,0,1,0,192.25,118
12546,4,4,0.1,1,0,0,1,0,0,0,1,0,0,134.5,119
12547,1,0,0.0,1,88,0,0,0,0,1,0,1,0,180.875,60
12548,1,6,2.22,6,180,0,1,0,0,0,0,1,0,141.07947981342477,119
12549,5,1,0.03,1,0,0,0,1,0,0,1,0,0,317.0,140
12550,1,8,0.17,1,0,0,0,1,0,0,0,1,0,141.07947981342477,180
12551,1,0,0.0,1,129,0,0,0,1,0,0,1,0,103.33333333333333,55
12552,2,54,1.44,1,0,0,1,0,0,0,0,1,0,141.07947981342477,95
12553,29,24,1.42,1,3,0,1,0,0,0,1,0,0,79.66666666666667,149
12554,1,0,0.0,1,0,0,1,0,0,0,0,1,0,69.66666666666667,120
12555,5,0,0.0,1,0,0,0,1,0,0,1,0,0,138.16666666666666,150
12556,1,0,0.0,1,0,0,0,1,0,0,0,1,0,275.0,75
12557,1,36,1.32,1,23,0,0,1,0,0,0,0,1,226.625,50
12558,1,95,2.24,1,7,0,1,0,0,0,1,0,0,131.66666666666666,40
12559,2,15,3.19,327,310,0,0,1,0,0,1,0,0,186.33333333333334,404
12560,7,4,0.18,1,0,0,1,0,0,0,1,0,0,56.333333333333336,160
12561,25,2,0.08,1,0,0,1,0,0,0,0,1,0,157.6153846153846,45
12562,2,20,4.38,1,52,0,0,1,0,0,0,1,0,70.71428571428571,77
12563,2,1,0.05,1,0,0,1,0,0,0,0,1,0,67.5,110
12564,3,95,2.48,1,122,0,1,0,0,0,1,0,0,262.5,225
12565,3,72,2.0,1,255,0,1,0,0,0,1,0,0,99.2,170
12566,2,0,0.0,1,177,0,0,0,1,0,0,1,0,93.42857142857143,49
12567,14,0,0.0,1,139,0,1,0,0,0,0,1,0,171.66666666666666,70
12568,2,3,0.1,1,0,0,0,1,0,0,0,1,0,72.9090909090909,50
12569,3,2,0.09,1,0,0,0,1,0,0,1,0,0,140.84615384615384,190
12570,2,34,1.31,1,84,0,0,1,0,0,0,1,0,168.0,179
12571,1,0,0.0,1,0,0,0,1,0,0,0,0,1,115.0,90
12572,5,1,0.02,1,0,0,0,1,0,0,1,0,0,180.33333333333334,215
12573,2,60,1.0,1,156,0,1,0,0,0,1,0,0,83.4,120
12574,1,2,0.04,4,179,0,1,0,0,0,1,0,0,106.0,400
12575,2,0,0.0,1,0,0,0,1,0,0,1,0,0,135.11111111111111,500
12576,15,5,0.27,3,0,0,0,1,0,0,1,0,0,109.2,95
12577,30,0,0.0,1,90,0,0,1,0,0,0,1,0,101.75,75
12578,10,0,0.0,1,0,0,0,1,0,0,0,1,0,144.9090909090909,45
12579,5,6,3.27,1,182,0,0,1,0,0,1,0,0,213.8,399
12580,4,9,0.22,1,0,0,0,1,0,0,1,0,0,72.0,90
12581,2,0,0.0,1,0,0,1,0,0,0,0,1,0,250.15384615384616,75
12582,1,0,0.0,1,0,0,0,1,0,0,0,1,0,110.0,100
12583,1,7,0.52,1,3,0,0,1,0,0,1,0,0,104.8,225
12584,1,2,0.05,1,0,0,0,1,0,0,0,1,0,142.25,60
12585,7,2,0.09,1,364,0,1,0,0,0,0,1,0,143.9090909090909,35
12586,2,3,0.4,1,28,0,1,0,0,0,1,0,0,385.8,250
12587,3,97,2.37,1,230,0,1,0,0,0,1,0,0,81.0,255
12588,7,14,0.83,1,128,0,1,0,0,0,1,0,0,112.0,150
12589,3,3,2.2,4,179,0,0,1,0,0,1,0,0,178.26666666666668,447
12590,4,3,0.08,1,0,0,0,1,0,0,1,0,0,72.5,154
12591,1,1,0.54,3,217,0,0,1,0,0,1,0,0,101.66666666666667,299
12592,1,1,0.05,1,0,0,0,1,0,0,0,1,0,196.77272727272728,70
12593,1,31,0.91,3,79,0,0,0,1,0,0,1,0,87.5,50
12594,4,6,0.12,1,0,0,0,1,0,0,1,0,0,167.625,325
12595,2,1,0.03,1,0,0,1,0,0,0,0,1,0,79.5,57
12596,3,90,3.17,1,147,0,0,1,0,0,1,0,0,61.0,160
12597,2,41,3.7,1,62,0,1,0,0,0,1,0,0,265.0,139
12598,2,14,0.77,1,332,1,0,0,0,0,1,0,0,76.625,145
12599,2,7,7.0,1,22,0,0,1,0,0,1,0,0,231.0,239
12600,1,0,0.0,1,0,0,0,1,0,0,1,0,0,54.333333333333336,400
12601,2,3,0.1,3,0,0,0,1,0,0,1,0,0,141.07947981342477,350
12602,1,0,0.0,1,0,0,0,1,0,0,0,1,0,122.36363636363636,140
12603,2,27,1.74,3,362,0,1,0,0,0,0,1,0,141.07947981342477,55
12604,45,6,0.21,12,267,0,0,1,0,0,1,0,0,71.0,150
12605,1,17,0.25,1,365,0,0,1,0,0,0,1,0,167.2,135
12606,1,0,0.0,1,0,0,0,1,0,0,1,0,0,157.57142857142858,250
12607,3,11,0.46,1,7,0,1,0,0,0,1,0,0,83.33333333333333,69
12608,7,0,0.0,9,365,0,1,0,0,0,0,1,0,456.9,80
12609,2,4,0.93,1,0,0,1,0,0,0,1,0,0,141.07947981342477,100
12610,30,0,0.0,65,249,0,0,1,0,0,1,0,0,61.2,225
12611,2,14,2.98,1,47,0,0,0,1,0,0,1,0,64.33333333333333,44
12612,6,1,0.16,1,25,0,0,1,0,0,1,0,0,109.55555555555556,300
12613,1,1,1.0,1,353,0,0,1,0,0,0,1,0,113.15384615384616,102
12614,30,3,0.04,1,0,0,0,0,1,0,1,0,0,141.07947981342477,70
12615,1,34,1.74,1,12,0,1,0,0,0,0,1,0,101.78571428571429,80
12616,2,32,1.14,3,41,0,0,1,0,0,1,0,0,248.71428571428572,275
12617,29,10,0.25,1,0,0,1,0,0,0,0,1,0,144.25,31
12618,30,12,0.14,1,0,0,0,1,0,0,0,0,1,231.66666666666666,115
